ID,acname,acqualifier,acvalue,Smiles,Source,dois,standardized,pIC50
122181630,IC50,=,3e-10,CN1C=C(C(=N1)C(F)(F)F)NC(=O)C2=C3N=C(C=CN3N=C2)N[C@@H]4CCCC[C@@H]4N,pubchem,10.1021/acsmedchemlett.5b00107,Cn1cc(NC(=O)c2cnn3ccc(NC4CCCCC4N)nc23)c(C(F)(F)F)n1,9.5229
122196246,IC50,=,3e-10,CN1C=C(C(=N1)Cl)NC(=O)C2=CSC3=NC=C(N=C23)N[C@@H]4CCCC[C@@H]4N,pubchem,10.1016/j.bmcl.2015.09.028,Cn1cc(NC(=O)c2csc3ncc(NC4CCCCC4N)nc23)c(Cl)n1,9.5229
164791985,IC50,=,3e-10,CN(C1CCC(CC1)N2C=C3C=C(C(=CC3=N2)OC)C(=O)NC4=CN=C5N4N=CC=C5)C(=O)N6CC[C@H](C6)O,pubchem,10.1021/acsmedchemlett.2c00324,COc1cc2nn(C3CCC(N(C)C(=O)N4CCC(O)C4)CC3)cc2cc1C(=O)Nc1cnc2cccnn12,9.5229
170227701,IC50,=,3e-10,C[C@H](C(=O)N(C)C1CCC(CC1)N2C=C3C=C(C(=CC3=N2)OC)C(=O)NC4=CC=CN(C4=O)C5=CNN=C5)O,pubchem,10.1021/acsmedchemlett.3c00474,COc1cc2nn(C3CCC(N(C)C(=O)C(C)O)CC3)cc2cc1C(=O)Nc1cccn(-c2cn[nH]c2)c1=O,9.5229
118719435,IC50,=,3.6e-10,C1=CC(=CN=C1)N2C=C(C(=N2)C(=O)N)NC(=O)C3=COC(=N3)C4=CC(=NC=C4)NCC(F)(F)F.Cl,pubchem,10.1021/jm5016044,NC(=O)c1nn(-c2cccnc2)cc1NC(=O)c1coc(-c2ccnc(NCC(F)(F)F)c2)n1,9.4437
169132490,IC50,=,4e-10,CN1C=CC=C(C1=O)NC(=O)C2=CC3=CN(N=C3C=C2OC)C4CCC5(CC4)COC(=O)N5C,pubchem,10.1021/acsmedchemlett.3c00474,COc1cc2nn(C3CCC4(CC3)COC(=O)N4C)cc2cc1C(=O)Nc1cccn(C)c1=O,9.3979
122196176,IC50,=,4e-10,CN1C=C(C(=N1)C(F)F)NC(=O)C2=CSC3=NC=C(N=C23)N[C@@H]4CCCNC4,pubchem,10.1016/j.bmcl.2015.09.028,Cn1cc(NC(=O)c2csc3ncc(NC4CCCNC4)nc23)c(C(F)F)n1,9.3979
122196249,IC50,=,4e-10,CN1C=C(C(=N1)C#N)NC(=O)C2=CSC3=NC=C(N=C23)N[C@@H]4CCCC[C@@H]4N,pubchem,10.1016/j.bmcl.2015.09.028,Cn1cc(NC(=O)c2csc3ncc(NC4CCCCC4N)nc23)c(C#N)n1,9.3979
169132465,IC50,=,4e-10,C[C@H](C(=O)N(C)C1CCC(CC1)N2C=C3C=C(C(=CC3=N2)OC)C(=O)NC4=CC=CN(C4=O)CF)O,pubchem,10.1021/acsmedchemlett.3c00474,COc1cc2nn(C3CCC(N(C)C(=O)C(C)O)CC3)cc2cc1C(=O)Nc1cccn(CF)c1=O,9.3979
122181675,IC50,=,5e-10,CN1C=C(C(=N1)C(F)(F)F)NC(=O)C2=C3N=C(C=CN3N=C2)N4C[C@@H](C[C@H](C4)F)N,pubchem,10.1021/acsmedchemlett.5b00107,Cn1cc(NC(=O)c2cnn3ccc(N4CC(N)CC(F)C4)nc23)c(C(F)(F)F)n1,9.301
170227781,IC50,=,5e-10,CN1C=CC=C(C1=O)NC(=O)C2=CC3=CN(N=C3C=C2OC)C4CCC(CC4)N5C=CC=CC5=O,pubchem,10.1021/acsmedchemlett.3c00474,COc1cc2nn(C3CCC(n4ccccc4=O)CC3)cc2cc1C(=O)Nc1cccn(C)c1=O,9.301
118414094,IC50,=,5e-10,CC[C@@H]1CC(=O)N[C@@H]1COC2=NC=CC3=CC(=C(C=C32)OC)C(=O)N,pubchem,10.1021/acs.jmedchem.7b00231,CCC1CC(=O)NC1COc1nccc2cc(C(N)=O)c(OC)cc12,9.301
170227839,IC50,=,5e-10,CC(C1=NC=CN1C2CCC(CC2)N3C=C4C=C(C(=CC4=N3)OC)C(=O)NC5=CC=CN(C5=O)C)O,pubchem,10.1021/acsmedchemlett.3c00474,COc1cc2nn(C3CCC(n4ccnc4C(C)O)CC3)cc2cc1C(=O)Nc1cccn(C)c1=O,9.301
122196065,IC50,=,5e-10,CN1C=C(C(=N1)C(F)F)NC(=O)C2=CC=C3N2N=C(N=C3)N[C@@H]4CCCC[C@@H]4N,pubchem,10.1016/j.bmcl.2015.09.028,Cn1cc(NC(=O)c2ccc3cnc(NC4CCCCC4N)nn23)c(C(F)F)n1,9.301
118424424,IC50,=,6e-10,C[C@H]1[C@H]2[C@@]1(C(=O)N[C@@H]2COC3=NC=CC4=CC(=C(C=C43)OC)C(=O)N)F,pubchem,10.1021/acs.jmedchem.7b00231,COc1cc2c(OCC3NC(=O)C4(F)C(C)C34)nccc2cc1C(N)=O,9.2218
170227690,IC50,=,6e-10,C[C@H](C(=O)N(C)C1CCC(CC1)N2C=C3C=C(C(=CC3=N2)OC)C(=O)NC4=CC=CN(C4=O)C5CC5)O,pubchem,10.1021/acsmedchemlett.3c00474,COc1cc2nn(C3CCC(N(C)C(=O)C(C)O)CC3)cc2cc1C(=O)Nc1cccn(C2CC2)c1=O,9.2218
163408858,IC50,=,6e-10,CC1(CC1)OC2=NC(=NC3=C2N=C(C=C3)C4=CN=CN=C4)NC5=CN(N=C5)C6CCN(CC6)C,pubchem,10.1016/j.bmc.2020.115815,CN1CCC(n2cc(Nc3nc(OC4(C)CC4)c4nc(-c5cncnc5)ccc4n3)cn2)CC1,9.2218
168290117,IC50,=,6e-10,CC1(CC1)NC2=NC(=NC3=C2C(=O)N(C=C3)C)NC4=CN(N=C4)[C@H]5CCN(C[C@H]5F)C,pubchem,10.1016/j.bmc.2022.116729,CN1CCC(n2cc(Nc3nc(NC4(C)CC4)c4c(=O)n(C)ccc4n3)cn2)C(F)C1,9.2218
168292221,IC50,=,6e-10,C[C@H]1C[C@H](CCN1C)N2C=C(C=N2)NC3=NC4=C(C(=N3)NC5(CC5)C)C(=O)N(C=C4)C,pubchem,10.1016/j.bmc.2022.116729,CC1CC(n2cc(Nc3nc(NC4(C)CC4)c4c(=O)n(C)ccc4n3)cn2)CCN1C,9.2218
122196248,IC50,=,7e-10,CN1C=C(C(=N1)C#N)NC(=O)C2=CC=C3N2N=C(C=C3)N[C@@H]4CCCC[C@@H]4N,pubchem,10.1016/j.bmcl.2015.09.028,Cn1cc(NC(=O)c2ccc3ccc(NC4CCCCC4N)nn23)c(C#N)n1,9.1549
122196178,IC50,=,7e-10,CN1C=C(C(=N1)C(F)F)NC(=O)C2=CC=C3N2N=C(N=C3)N[C@@H]4CCCCNC4,pubchem,10.1016/j.bmcl.2015.09.028,Cn1cc(NC(=O)c2ccc3cnc(NC4CCCCNC4)nn23)c(C(F)F)n1,9.1549
171356430,IC50,=,7e-10,CN1C=C(C(=N1)C(=O)N)NC(=O)C2=CC=C3N2N=C(N=C3)NC4CCCCC4N.C(=O)(C(F)(F)F)O,pubchem,10.1016/j.ejmech.2017.08.009,Cn1cc(NC(=O)c2ccc3cnc(NC4CCCCC4N)nn23)c(C(N)=O)n1,9.1549
118453722,IC50,=,7.4e-10,CC1=CC(=CC(=N1)C)NC2=NC=C(C(=N2)N[C@@H]3C[C@@H]([C@H]([C@H]3O)O)CO)C4=NC5=CC=CC=C5C=C4,pubchem,10.1016/j.bmcl.2015.05.097,Cc1cc(Nc2ncc(-c3ccc4ccccc4n3)c(NC3CC(CO)C(O)C3O)n2)cc(C)n1,9.1308
168291549,IC50,=,8e-10,CC1(CC1)NC2=NC(=NC3=C2C(=O)N(C=C3)C)NC4=CN(N=C4)C5CCN(CC5)CC(=O)N(C)C,pubchem,10.1016/j.bmc.2022.116729,CN(C)C(=O)CN1CCC(n2cc(Nc3nc(NC4(C)CC4)c4c(=O)n(C)ccc4n3)cn2)CC1,9.0969
134284285,IC50,=,8e-10,CN1C=C(C=N1)C2=CN3C(=NC=C3C4=NC(=CC=C4)NC5CCNC5)C=C2OC,pubchem,10.1021/acs.jmedchem.0c01851,COc1cc2ncc(-c3cccc(NC4CCNC4)n3)n2cc1-c1cnn(C)c1,9.0969
122196172,IC50,=,8e-10,CN1C=C(C(=N1)C(F)(F)F)NC(=O)C2=CSC3=NC=C(N=C23)N[C@@H]4CCCNC4,pubchem,10.1016/j.bmcl.2015.09.028,Cn1cc(NC(=O)c2csc3ncc(NC4CCCNC4)nc23)c(C(F)(F)F)n1,9.0969
122181629,IC50,=,8e-10,CN1C=C(C(=N1)C#N)NC(=O)C2=C3N=C(C=CN3N=C2)N[C@@H]4CCCC[C@@H]4N,pubchem,10.1021/acsmedchemlett.5b00107,Cn1cc(NC(=O)c2cnn3ccc(NC4CCCCC4N)nc23)c(C#N)n1,9.0969
122196175,IC50,=,9e-10,CN1C=C(C(=N1)C(F)F)NC(=O)C2=CC=C3N2N=C(C=C3)N[C@@H]4CCCNC4,pubchem,10.1016/j.bmcl.2015.09.028,Cn1cc(NC(=O)c2ccc3ccc(NC4CCCNC4)nn23)c(C(F)F)n1,9.0458
168291708,IC50,=,1e-09,CC1(CC1)NC2=NC(=NC3=C2C(=O)N(C=C3)C)NC4=CN(N=C4)C5CCN(CC5)C(=O)CN(C)C,pubchem,10.1016/j.bmc.2022.116729,CN(C)CC(=O)N1CCC(n2cc(Nc3nc(NC4(C)CC4)c4c(=O)n(C)ccc4n3)cn2)CC1,9.0
122196066,IC50,=,1e-09,CN1C=C(C(=N1)C(F)F)NC(=O)C2=CC=C3N2N=C(C=C3)N[C@@H]4CCCC[C@@H]4N,pubchem,10.1016/j.bmcl.2015.09.028,Cn1cc(NC(=O)c2ccc3ccc(NC4CCCCC4N)nn23)c(C(F)F)n1,9.0
122196181,IC50,=,1e-09,CN1C=C(C(=N1)Cl)NC(=O)C2=CC=C3N2N=C(C=C3)N[C@@H]4CCCC[C@@H]4N,pubchem,10.1016/j.bmcl.2015.09.028,Cn1cc(NC(=O)c2ccc3ccc(NC4CCCCC4N)nn23)c(Cl)n1,9.0
122196171,IC50,=,1e-09,CN1C=C(C(=N1)C(F)(F)F)NC(=O)C2=CC=C3N2N=C(C=C3)N[C@@H]4CCCNC4,pubchem,10.1016/j.bmcl.2015.09.028,Cn1cc(NC(=O)c2ccc3ccc(NC4CCCNC4)nn23)c(C(F)(F)F)n1,9.0
122196247,IC50,=,1e-09,CN1C=C(C(=N1)C#N)NC(=O)C2=CC=C3N2N=C(N=C3)N[C@@H]4CCCC[C@@H]4N,pubchem,10.1016/j.bmcl.2015.09.028,Cn1cc(NC(=O)c2ccc3cnc(NC4CCCCC4N)nn23)c(C#N)n1,9.0
122196180,IC50,=,1e-09,CN1C=C(C(=N1)Cl)NC(=O)C2=CC=C3N2N=C(N=C3)N[C@@H]4CCCC[C@@H]4N,pubchem,10.1016/j.bmcl.2015.09.028,Cn1cc(NC(=O)c2ccc3cnc(NC4CCCCC4N)nn23)c(Cl)n1,9.0
58056241,IC50,=,1e-09,C1CN(CCC1CN)C2=C(C=C(C=C2)Cl)NC(=O)C3=C4N=CC(=CN4N=C3)O,pubchem,10.1021/jm5016044,NCC1CCN(c2ccc(Cl)cc2NC(=O)c2cnn3cc(O)cnc23)CC1,9.0
122181645,IC50,=,1e-09,CN1C=C(C(=N1)C(F)(F)F)NC(=O)C2=C3N=C(C=CN3N=C2)N4C[C@@H](CC(C4)(F)F)N,pubchem,10.1021/acsmedchemlett.5b00107,Cn1cc(NC(=O)c2cnn3ccc(N4CC(N)CC(F)(F)C4)nc23)c(C(F)(F)F)n1,9.0
122196174,IC50,=,1e-09,CN1C=C(C(=N1)C(F)F)NC(=O)C2=CC=C3N2N=C(N=C3)N[C@@H]4CCCNC4,pubchem,10.1016/j.bmcl.2015.09.028,Cn1cc(NC(=O)c2ccc3cnc(NC4CCCNC4)nn23)c(C(F)F)n1,9.0
122181640,IC50,=,1e-09,CN1C=C(C(=N1)C(F)F)NC(=O)C2=C3N=C(C=CN3N=C2)N4CCNCC4,pubchem,10.1021/acsmedchemlett.5b00107,Cn1cc(NC(=O)c2cnn3ccc(N4CCNCC4)nc23)c(C(F)F)n1,9.0
155514207,IC50,=,1e-09,CN1C=C(C=N1)NC2=NC3=C(C=C(C=C3)C#N)C(=N2)NC4CCC(CC4)N5CCN(CC5)C(=O)OC,pubchem,10.1021/acs.jmedchem.9b01346,COC(=O)N1CCN(C2CCC(Nc3nc(Nc4cnn(C)c4)nc4ccc(C#N)cc34)CC2)CC1,9.0
171351631,IC50,=,1e-09,CCN1C=C(C(=N1)C(=O)N)NC(=O)C2=CC=C3N2N=C(N=C3)NC4CCCCC4N.C(=O)(C(F)(F)F)O,pubchem,10.1016/j.ejmech.2017.08.009,CCn1cc(NC(=O)c2ccc3cnc(NC4CCCCC4N)nn23)c(C(N)=O)n1,9.0
163201216,IC50,=,1e-09,CC1(CC1)NC2=NC(=NC3=C2C(=O)N(C=C3)C)NC4=CN(N=C4)C5CCN(CC5)C,pubchem,10.1016/j.bmc.2022.116729,CN1CCC(n2cc(Nc3nc(NC4(C)CC4)c4c(=O)n(C)ccc4n3)cn2)CC1,9.0
168287013,IC50,=,1e-09,CC1(CC1)NC2=NC(=NC3=C2C(=O)N(C=C3)C)NC4=CN(N=C4)C5CC6(C5)CN(C6)C,pubchem,10.1016/j.bmc.2022.116729,CN1CC2(CC(n3cc(Nc4nc(NC5(C)CC5)c5c(=O)n(C)ccc5n4)cn3)C2)C1,9.0
171358794,IC50,=,1e-09,CC1(CC1)OC2=NC(=NC3=CC(=C(N=C32)C4=CN=CN=C4)F)NC5=CN(N=C5)C6CCN(CC6)C,pubchem,10.1016/j.bmc.2020.115815,CN1CCC(n2cc(Nc3nc(OC4(C)CC4)c4nc(-c5cncnc5)c(F)cc4n3)cn2)CC1,9.0
155549965,IC50,=,1e-09,CC(=O)N1CCN(CC1)C2CCC(CC2)NC3=NC(=NC4=C3C=C(C=C4)C#N)NC5=CN(N=C5)C,pubchem,10.1021/acs.jmedchem.9b01346,CC(=O)N1CCN(C2CCC(Nc3nc(Nc4cnn(C)c4)nc4ccc(C#N)cc34)CC2)CC1,9.0
122196064,IC50,=,1e-09,CN1C=C(C(=N1)C(F)(F)F)NC(=O)C2=CSC3=NC=C(N=C23)N[C@@H]4CCCC[C@@H]4N,pubchem,10.1016/j.bmcl.2015.09.028,Cn1cc(NC(=O)c2csc3ncc(NC4CCCCC4N)nc23)c(C(F)(F)F)n1,9.0
171355723,IC50,=,1e-09,CC1(CC1)OC2=NC(=NC3=C2N=C(C=C3)C4=CN=NC=C4)NC5=CN(N=C5)C6CCN(CC6)C,pubchem,10.1016/j.bmc.2020.115815,CN1CCC(n2cc(Nc3nc(OC4(C)CC4)c4nc(-c5ccnnc5)ccc4n3)cn2)CC1,9.0
171349959,IC50,=,1e-09,CC1(CC1)OC2=NC(=NC3=C2N=C(C=C3)C4=CN=CC=C4)NC5=CN(N=C5)C6CCN(CC6)C,pubchem,10.1016/j.bmc.2020.115815,CN1CCC(n2cc(Nc3nc(OC4(C)CC4)c4nc(-c5cccnc5)ccc4n3)cn2)CC1,9.0
168287402,IC50,=,1e-09,CC1(CC1)NC2=NC(=NC3=C2C(=O)N(C=C3)C4=NNN=C4)NC5=CN(N=C5)C6CCN(CC6)C,pubchem,10.1016/j.bmc.2022.116729,CN1CCC(n2cc(Nc3nc(NC4(C)CC4)c4c(=O)n(-c5c[nH]nn5)ccc4n3)cn2)CC1,9.0
141505851,IC50,=,1.3e-09,CN1C=C(C(=N1)C(F)F)NC(=O)C2=CN=C3N2N=C(C=C3)N[C@@H]4CCCNC4,pubchem,10.1016/j.ejmech.2020.112092,Cn1cc(NC(=O)c2cnc3ccc(NC4CCCNC4)nn23)c(C(F)F)n1,8.8861
86343751,IC50,=,1.3e-09,C1CC2=C([C@H]1C[C@@H](C(=O)N)O)C3=C(N=CN=C3S2)OC4CCC(CC4)N5CCOCC5,pubchem,10.1016/j.ejmech.2018.11.072,NC(=O)C(O)CC1CCc2sc3ncnc(OC4CCC(N5CCOCC5)CC4)c3c21,8.8861
118413945,IC50,=,1.3e-09,CCC[C@@H]1CC(=O)N[C@@H]1COC2=NC=CC3=CC(=C(C=C32)OC)C(=O)N,pubchem,10.1021/acs.jmedchem.7b00231,CCCC1CC(=O)NC1COc1nccc2cc(C(N)=O)c(OC)cc12,8.8861
91938073,IC50,=,1.3e-09,COC1=C(C=C2C=CC=C(C2=C1)OC[C@@H]3CCC(=O)N3)C(=O)N,pubchem,10.1021/acs.jmedchem.7b00231,COc1cc2c(OCC3CCC(=O)N3)cccc2cc1C(N)=O,8.8861
75202037,IC50,=,1.5e-09,CNC(=O)C1CCC(CC1)NC(=O)C2=CN=C(C=C2NC3CCOCC3)NC4=NC5=C(C=C4)N=CS5,pubchem,10.1021/jm5016044,CNC(=O)C1CCC(NC(=O)c2cnc(Nc3ccc4ncsc4n3)cc2NC2CCOCC2)CC1,8.8239
163408789,IC50,=,1.5e-09,CC(C)NC1=C2C(=NC=C1C3=CN(N=N3)C4CCNCC4)C5=C(N2)C=C(C=C5)C#N,pubchem,10.1021/acsmedchemlett.2c00060,CC(C)Nc1c(-c2cn(C3CCNCC3)nn2)cnc2c1[nH]c1cc(C#N)ccc12,8.8239
163408788,IC50,=,1.5e-09,CC(C)CCN1C=C(N=N1)C2=CN=C3C4=C(C=C(C=C4)C#N)NC3=C2NC(C)C,pubchem,10.1021/acsmedchemlett.2c00060,CC(C)CCn1cc(-c2cnc3c([nH]c4cc(C#N)ccc43)c2NC(C)C)nn1,8.8239
166070092,IC50,=,1.6e-09,CCNC1=C2C(=NC=C1C(=O)NC[C@H](C(C)(C)O)F)C3=C(N2)C=C(C=C3)C#N,pubchem,10.1021/acsmedchemlett.2c00060,CCNc1c(C(=O)NCC(F)C(C)(C)O)cnc2c1[nH]c1cc(C#N)ccc12,8.7959
75204288,IC50,=,1.8e-09,CC(C)([C@@H](CNC(=O)C1=CN=C(C=C1NC2CC2)NC3=C(C=C(C=N3)C#N)Cl)F)O,pubchem,10.1021/jm5016044,CC(C)(O)C(F)CNC(=O)c1cnc(Nc2ncc(C#N)cc2Cl)cc1NC1CC1,8.7447
71612615,IC50,=,1.8e-09,CC1=C(N=C(S1)C2=CN=C(C=C2NC(C)C)NC3=CC4=C(C=C3)N=CS4)C(=O)NC,pubchem,10.1021/jm5016044,CNC(=O)c1nc(-c2cnc(Nc3ccc4ncsc4c3)cc2NC(C)C)sc1C,8.7447
171347327,IC50,=,1.8e-09,CC1=NC=C(C=N1)C2=NC3=C(C=C2)N=C(N=C3OC4(CC4)C)NC5=CN(N=C5)C6CCN(CC6)C,pubchem,10.1016/j.bmc.2020.115815,Cc1ncc(-c2ccc3nc(Nc4cnn(C5CCN(C)CC5)c4)nc(OC4(C)CC4)c3n2)cn1,8.7447
90154630,IC50,=,1.9e-09,CC(C)NC1=CC(=NC=C1C(=O)NC[C@H](C(C)(C)O)F)NC2=C(C=C(C=N2)C#N)Cl,pubchem,10.1021/jm5016044,CC(C)Nc1cc(Nc2ncc(C#N)cc2Cl)ncc1C(=O)NCC(F)C(C)(C)O,8.7212
166070081,IC50,=,1.9e-09,CC(C)NC1=C2C(=NC=C1C(=O)NCCC3CCNC3)C4=C(N2)C=C(C=C4)C#N,pubchem,10.1021/acsmedchemlett.2c00060,CC(C)Nc1c(C(=O)NCCC2CCNC2)cnc2c1[nH]c1cc(C#N)ccc12,8.7212
118475320,IC50,=,2e-09,CN1C=C(C=N1)NC2=NC3=C(C=C(C=C3)C#N)C(=N2)NC4CCC(CC4)N5CCOCC5,pubchem,10.1021/acs.jmedchem.9b01346,Cn1cc(Nc2nc(NC3CCC(N4CCOCC4)CC3)c3cc(C#N)ccc3n2)cn1,8.699
166070118,IC50,=,2e-09,CC(C)([C@@H](CNC(=O)C1=CN=C2C3=C(C=C(C=C3)C#N)NC2=C1NC4CCC4)F)O,pubchem,10.1021/acsmedchemlett.2c00060,CC(C)(O)C(F)CNC(=O)c1cnc2c([nH]c3cc(C#N)ccc32)c1NC1CCC1,8.699
134262637,IC50,=,2e-09,C1=C2C=NC(=NN2C(=C1)C(=O)NC3=CN(N=C3C(=O)N)CCO)NCCN.C(=O)(C(F)(F)F)O,pubchem,10.1016/j.ejmech.2017.08.009,NCCNc1ncc2ccc(C(=O)Nc3cn(CCO)nc3C(N)=O)n2n1,8.699
168278943,IC50,=,2e-09,C1CCN(C1)C(=O)C2=CC(=CC=C2)NC3=NC4=C(C(=N3)N[C@@H]5[C@@H]6C[C@H]([C@@H]5C(=O)N)C=C6)N(C=C4)C(F)F,pubchem,10.1016/j.bmcl.2022.128900,NC(=O)C1C2C=CC(C2)C1Nc1nc(Nc2cccc(C(=O)N3CCCC3)c2)nc2ccn(C(F)F)c12,8.699
117873164,IC50,=,2e-09,COC1=NC=CC(=C1)NC2=NC=C(C(=N2)N[C@@H]3C[C@@H]([C@H]([C@H]3O)O)CO)C4=NC5=C(S4)C=NC=C5,pubchem,10.1016/j.bmcl.2015.05.097,COc1cc(Nc2ncc(-c3nc4ccncc4s3)c(NC3CC(CO)C(O)C3O)n2)ccn1,8.699
122181632,IC50,=,2e-09,CN1C=C(C(=N1)C(C(F)(F)F)(F)F)NC(=O)C2=C3N=C(C=CN3N=C2)N[C@@H]4CCCC[C@@H]4N,pubchem,10.1021/acsmedchemlett.5b00107,Cn1cc(NC(=O)c2cnn3ccc(NC4CCCCC4N)nc23)c(C(F)(F)C(F)(F)F)n1,8.699
44448970,IC50,=,2e-09,C1CNCCC1NC2=CC=CC(=N2)C3=CN=C4N3C=C(C=C4)C5=CC=NN5,pubchem,10.1016/j.bmcl.2008.04.042,c1cc(NC2CCNCC2)nc(-c2cnc3ccc(-c4cc[nH]n4)cn23)c1,8.699
122181594,IC50,=,2e-09,CN1C=C(C(=N1)C(=O)N)NC(=O)C2=C3N=C(C=CN3N=C2)NCCN,pubchem,10.1021/acsmedchemlett.5b00107,Cn1cc(NC(=O)c2cnn3ccc(NCCN)nc23)c(C(N)=O)n1,8.699
131839620,IC50,=,2e-09,CN1[C@@H]2CCN(C[C@@H]2CC1=O)C3CCC(CC3)NC4=NC=NC5=C4C(=CN5)C6CCOCC6,pubchem,10.1021/acs.jmedchem.7b01290,CN1C(=O)CC2CN(C3CCC(Nc4ncnc5[nH]cc(C6CCOCC6)c45)CC3)CCC21,8.699
163408859,IC50,=,2e-09,CC1=NC=C(C=N1)C2=C(C=C3C(=N2)C(=NC(=N3)NC4=CN(N=C4)C5CC6(C5)CN(C6)C)NC(C)C)F,pubchem,10.1016/j.bmc.2020.115815,Cc1ncc(-c2nc3c(NC(C)C)nc(Nc4cnn(C5CC6(C5)CN(C)C6)c4)nc3cc2F)cn1,8.699
168272724,IC50,=,2e-09,CC1(CC1)NC2=NC(=NC3=C2C(=O)N(C=C3)C)NC4=CN(N=C4)C5CCC(=O)N(C5)C,pubchem,10.1016/j.bmc.2022.116729,CN1CC(n2cc(Nc3nc(NC4(C)CC4)c4c(=O)n(C)ccc4n3)cn2)CCC1=O,8.699
163201217,IC50,=,2e-09,C[C@@H](CN1C=CC2=C(C1=O)C(=NC(=N2)NC3=CN(N=C3)C4CCN(CC4)C)NC5(CC5)C)F,pubchem,10.1016/j.bmc.2022.116729,CC(F)Cn1ccc2nc(Nc3cnn(C4CCN(C)CC4)c3)nc(NC3(C)CC3)c2c1=O,8.699
168296560,IC50,=,2e-09,C[C@@H](CN1C=CC2=C(C1=O)C(=NC(=N2)NC3=CN(N=C3)C4CC5(C4)CN(C5)C)NC6(CC6)C)F,pubchem,10.1016/j.bmc.2022.116729,CC(F)Cn1ccc2nc(Nc3cnn(C4CC5(C4)CN(C)C5)c3)nc(NC3(C)CC3)c2c1=O,8.699
171354186,IC50,=,2e-09,CC1(CC1)OC2=NC(=NC3=C2N=C(C=C3)C4CC4)NC5=CN(N=C5)C6CCN(CC6)C,pubchem,10.1016/j.bmc.2020.115815,CN1CCC(n2cc(Nc3nc(OC4(C)CC4)c4nc(C5CC5)ccc4n3)cn2)CC1,8.699
168281072,IC50,=,2e-09,CC1(CC1)NC2=NC(=NC3=C2C(=O)N(C=C3)CC(F)F)NC4=CN(N=C4)C5CCN(CC5)C,pubchem,10.1016/j.bmc.2022.116729,CN1CCC(n2cc(Nc3nc(NC4(C)CC4)c4c(=O)n(CC(F)F)ccc4n3)cn2)CC1,8.699
122196062,IC50,=,2e-09,CN1C=C(C(=N1)C(F)(F)F)NC(=O)C2=CC=C3N2N=C(N=C3)N[C@@H]4CCCC[C@@H]4N,pubchem,10.1016/j.bmcl.2015.09.028,Cn1cc(NC(=O)c2ccc3cnc(NC4CCCCC4N)nn23)c(C(F)(F)F)n1,8.699
132256200,IC50,=,2e-09,C1CCN(C1)C(=O)C2=CC(=CC=C2)NC3=NC=C(C(=N3)N[C@@H]4[C@@H]5C[C@H]([C@@H]4C(=O)N)C=C5)C6=COC=C6,pubchem,10.1021/acsmedchemlett.2c00056,NC(=O)C1C2C=CC(C2)C1Nc1nc(Nc2cccc(C(=O)N3CCCC3)c2)ncc1-c1ccoc1,8.699
137144945,IC50,=,2e-09,C1CC[C@H]([C@H](C1)N)NC2=CC=CC3=C2SC(=N3)C4=C(N=C(NC4=O)N5CCOCC5)N[C@@H]6CCCNC6,pubchem,10.1021/jm5016044,NC1CCCCC1Nc1cccc2nc(-c3c(NC4CCCNC4)[nH]c(N4CCOCC4)nc3=O)sc12,8.699
168269821,IC50,=,2e-09,C1CCN(C1)C(=O)C2=CC(=CC(=C2)F)NC3=NC4=C(C(=N3)N[C@@H]5[C@@H]6C[C@H]([C@@H]5C(=O)N)C=C6)SC=C4,pubchem,10.1016/j.bmcl.2022.128900,NC(=O)C1C2C=CC(C2)C1Nc1nc(Nc2cc(F)cc(C(=O)N3CCCC3)c2)nc2ccsc12,8.699
122196170,IC50,=,2e-09,CN1C=C(C(=N1)C(F)(F)F)NC(=O)C2=CC=C3N2N=C(N=C3)N[C@@H]4CCCNC4,pubchem,10.1016/j.bmcl.2015.09.028,Cn1cc(NC(=O)c2ccc3cnc(NC4CCCNC4)nn23)c(C(F)(F)F)n1,8.699
118224310,IC50,=,2e-09,CC1=NC=CC(=C1)C2=NC(=CO2)C(=O)NC3=CC4=C(N=C3N5CCCC(C5)F)N=C(O4)N6CCOCC6,pubchem,10.1021/acsmedchemlett.0c00255,Cc1cc(-c2nc(C(=O)Nc3cc4oc(N5CCOCC5)nc4nc3N3CCCC(F)C3)co2)ccn1,8.699
137645231,IC50,=,2e-09,CC(=O)N1CCN(CC1)C2CCC(CC2)NC3=NC=NC4=C3C(=CN4)C5CCOCC5,pubchem,10.1021/acs.jmedchem.7b01290,CC(=O)N1CCN(C2CCC(Nc3ncnc4[nH]cc(C5CCOCC5)c34)CC2)CC1,8.699
168297015,IC50,=,2e-09,CC(=O)N1CCC(CC1)N2C=C(C=N2)NC3=NC4=C(C(=N3)NC5(CC5)C)C(=O)N(C=C4)C,pubchem,10.1016/j.bmc.2022.116729,CC(=O)N1CCC(n2cc(Nc3nc(NC4(C)CC4)c4c(=O)n(C)ccc4n3)cn2)CC1,8.699
166070114,IC50,=,2e-09,CC(C)NC1=C2C(=NC=C1C(=O)NC[C@H](C(C)(C)O)F)C3=C(N2)C=C(C=C3)C#N,pubchem,10.1021/acsmedchemlett.2c00060,CC(C)Nc1c(C(=O)NCC(F)C(C)(C)O)cnc2c1[nH]c1cc(C#N)ccc12,8.699
